employee_id,age,gender,education,department,job_level,years_at_company,years_in_current_role,monthly_salary,overtime_hours_monthly,num_projects_completed,performance_rating,training_hours_yearly,work_life_balance_score,distance_from_home_km,num_companies_worked,job_satisfaction,relationship_with_manager,stock_option_level,attrition
1545,43.0,Female,Bachelor,Operations,3,0.9,0.1,7643.36,10,7,5,47.4,2,0.5,2,4,3,2,1
1546,33.0,Female,Master,Sales,1,0.0,0.0,3822.26,8,5,2,18.2,4,1.9,3,2,4,0,0
1547,24.0,Male,Bachelor,HR,2,6.6,3.5,8696.51,4,8,3,46.9,3,15.7,1,4,4,0,1
1548,28.0,Female,Bachelor,IT,2,0.5,0.5,7212.3,7,5,3,49.2,3,12.3,6,5,3,2,1
1549,44.0,Female,Master,Finance,3,3.0,3.0,5569.41,5,6,3,41.4,4,3.1,3,4,5,0,1
1550,30.0,Male,Bachelor,Sales,5,2.4,0.5,9655.74,11,6,2,42.9,4,9.5,4,3,5,0,1
1551,26.0,Female,Bachelor,Marketing,2,0.1,0.1,10387.595000000001,3,2,3,65.4,2,5.7,4,2,4,0,0
1552,33.0,Male,High School,IT,4,8.1,3.7,2049.91,9,3,4,12.5,2,28.3,5,3,4,0,0
1553,46.0,Non-binary,Master,HR,2,2.9,2.9,5544.92,5,2,2,41.6,3,1.1,0,1,4,0,0
1554,43.0,Male,High School,Finance,1,12.5,9.2,3697.52,7,6,4,35.9,2,7.6,4,4,4,1,0
1555,25.0,Female,Bachelor,Operations,1,0.2,0.2,6640.47,11,4,3,44.8,2,11.2,6,2,4,2,0
1556,50.0,Male,Bachelor,Finance,2,0.3,0.3,5125.03,8,9,5,60.5,5,22.8,4,5,3,0,0
1557,36.0,Male,Bachelor,HR,2,0.4,0.4,7607.55,8,5,4,50.1,3,4.5,2,4,3,0,1
1558,45.0,Male,Master,Legal,3,4.2,4.2,6072.12,11,5,3,46.1,4,5.5,1,4,5,0,1
1559,27.0,Female,PhD,Finance,3,1.2,1.2,9906.86,3,6,3,43.8,3,17.5,0,1,3,2,0
1560,44.0,Female,PhD,Legal,1,2.4,0.1,4555.23,10,5,3,44.3,3,8.0,3,3,3,2,0
1561,30.0,Female,Bachelor,HR,3,1.5,1.1,6135.98,9,3,3,33.6,4,31.6,1,4,3,3,0
1562,23.0,Female,PhD,Sales,4,2.3,2.3,5409.0,9,4,4,26.0,3,5.2,4,3,5,0,0
1563,47.0,Male,PhD,Finance,2,2.5,0.6,3766.33,7,6,3,62.1,4,17.4,9,5,4,1,0
1564,25.0,Female,High School,HR,1,1.3,1.1,5966.94,7,7,3,60.8,3,32.5,2,3,3,0,0
1565,32.0,Male,Bachelor,HR,1,3.1,0.9,4904.62,12,5,3,35.9,3,5.1,4,4,4,0,0
1566,45.0,Female,Bachelor,Finance,5,1.5,0.1,3601.84,6,6,4,18.8,3,24.8,2,1,3,0,0
1567,47.0,Female,Master,IT,2,6.1,4.3,3753.18,7,3,4,51.0,4,9.8,3,2,2,1,0
1568,37.0,Female,Master,HR,1,1.0,0.9,8934.86,7,7,4,47.6,3,7.8,4,3,5,2,1
1569,61.0,Male,High School,Finance,1,2.5,0.0,3317.5,4,5,2,44.3,3,22.8,3,4,2,1,0
1570,50.0,Female,Master,HR,1,4.0,3.3,5624.54,8,3,3,65.7,2,40.9,4,3,3,1,0
1571,37.0,Female,Bachelor,IT,2,5.1,2.1,2234.52,10,9,2,43.7,2,6.9,1,2,3,2,0
1572,38.0,Female,PhD,Sales,2,7.6,4.3,5112.19,9,7,4,35.6,4,18.4,2,1,5,1,0
1573,22.0,Male,High School,Legal,5,0.3,0.1,4700.36,11,3,5,48.4,4,21.9,1,4,4,1,0
1574,25.0,Female,Bachelor,Engineering,2,5.9,0.4,2066.15,8,8,2,19.2,5,28.3,4,4,5,3,1
1575,55.0,Female,Bachelor,Engineering,4,5.6,5.6,6713.61,3,6,3,58.8,5,13.8,1,5,3,0,0
1576,26.0,Female,Bachelor,Engineering,2,4.2,2.7,4932.26,9,3,4,54.1,3,27.8,0,4,4,0,0
1577,32.0,Male,Master,Legal,3,1.1,1.1,6589.16,4,9,4,33.1,3,16.2,3,4,3,0,0
1578,22.0,Male,Bachelor,Engineering,2,8.8,2.0,8831.6,9,9,4,42.3,1,11.0,5,4,4,1,0
1579,59.0,Male,High School,IT,2,0.9,0.9,4923.72,11,4,4,55.2,4,38.3,4,5,4,1,1
1580,25.0,Male,Bachelor,Legal,2,6.1,0.9,6681.23,3,7,4,44.4,3,27.0,1,1,2,0,0
1581,36.0,Female,Bachelor,Marketing,1,4.0,2.4,5630.68,5,6,2,71.4,3,44.45,0,3,5,0,0
1582,42.0,Male,Bachelor,Sales,2,1.3,1.3,10163.6,11,2,2,20.9,1,2.0,1,4,5,0,0
1583,56.0,Male,Bachelor,Marketing,3,13.4,0.9,8057.91,7,11,3,50.3,2,3.6,4,2,2,3,1
1584,30.0,Male,Master,Finance,1,5.2,5.2,6515.27,4,3,4,23.1,3,8.4,2,4,3,2,0
1585,48.0,Female,Bachelor,Operations,1,4.4,1.3,3380.82,8,7,4,23.3,3,0.8,1,4,4,2,0
1586,34.0,Female,Master,Marketing,3,5.7,5.7,7694.44,6,3,3,50.5,5,6.0,4,3,3,2,0
1587,35.0,Male,Master,IT,5,1.9,0.3,5479.87,9,4,3,17.4,2,4.8,3,3,5,0,0
1588,23.0,Male,Master,HR,2,3.4,1.9,4959.13,9,6,3,59.8,5,42.8,3,5,4,0,0
1589,22.0,Female,Master,Legal,2,0.3,0.3,5360.56,7,8,3,57.7,3,1.7,4,3,2,1,0
1590,44.0,Female,PhD,Operations,2,4.7,0.3,2908.18,8,5,3,44.5,3,4.4,2,4,5,0,0
1591,36.0,Female,Master,Operations,1,0.9,0.9,4292.53,8,7,3,21.8,5,26.5,2,4,4,1,1
1592,55.0,Female,Bachelor,Operations,3,8.2,0.7,8035.4,9,7,2,58.7,2,16.4,4,5,2,2,0
1593,33.0,Female,Bachelor,IT,1,0.3,0.3,3873.25,6,7,4,43.5,4,7.7,4,4,2,1,1
1594,42.0,Female,Bachelor,Marketing,1,0.3,0.3,4965.42,12,4,3,59.7,3,38.4,2,1,4,2,0
1595,22.0,Female,Master,IT,2,1.6,0.6,5081.72,6,3,4,63.9,3,30.0,4,5,2,0,1
1596,29.0,Male,Bachelor,Engineering,1,3.8,3.5,7055.63,5,4,2,30.4,3,33.8,0,4,5,2,1
1597,59.0,Female,Bachelor,Legal,2,5.2,0.5,3860.11,8,9,3,70.2,3,3.4,1,3,4,1,1
1598,51.0,Male,Bachelor,HR,2,0.9,0.9,6456.91,6,4,5,24.3,5,9.4,4,4,3,1,0
1599,37.0,Female,Master,HR,1,2.7,0.4,3235.32,8,4,4,42.5,4,17.8,3,5,5,3,0
1600,50.0,Female,Master,Engineering,1,4.8,0.5,3560.35,9,6,4,43.4,4,7.6,2,1,3,0,0
1601,27.0,Female,Bachelor,IT,3,2.7,0.0,2693.78,8,3,3,35.7,3,0.6,1,1,4,0,0
1602,59.0,Male,Master,Operations,4,14.8,4.6,3983.84,13,5,2,17.4,4,44.4,3,1,5,0,0
1603,30.0,Female,Bachelor,Engineering,2,6.7,2.4,3779.34,5,7,3,39.9,3,6.3,2,5,3,0,0
1604,39.0,Female,High School,IT,5,4.8,1.5,4773.75,13,5,4,37.0,3,28.6,8,3,3,3,1
1605,50.0,Female,High School,Operations,2,5.0,0.0,2722.86,10,5,4,71.5,3,44.45,2,2,4,0,0
1606,29.0,Male,Bachelor,Finance,1,2.5,1.7,5848.11,7,6,1,24.4,4,22.2,2,3,4,0,0
1607,38.0,Female,Bachelor,HR,2,3.3,3.3,6024.26,9,4,4,16.8,5,12.0,4,4,3,1,0
1608,23.0,Male,Bachelor,Operations,1,1.4,1.2,4753.62,8,8,3,36.4,4,5.3,5,4,3,0,0
1609,50.0,Male,Master,Finance,2,5.4,3.5,4808.24,12,5,4,27.5,3,12.6,3,3,4,2,0
1610,57.0,Female,Master,Finance,2,1.5,0.5,4588.75,9,7,3,21.5,1,15.1,2,3,3,3,0
1611,44.0,Female,High School,Sales,2,0.7,0.7,4908.79,6,8,3,39.6,5,27.3,3,4,4,0,0
1612,47.0,Male,Master,Operations,2,5.6,0.3,7963.11,5,3,4,57.4,3,4.8,0,5,3,2,1
1613,52.0,Male,Bachelor,Engineering,3,0.1,0.1,3286.08,8,6,4,60.7,5,11.0,4,2,4,0,0
1614,51.0,Female,Bachelor,Sales,2,0.8,0.8,2743.79,6,7,5,14.2,5,2.5,2,5,3,0,0
1615,30.0,Male,Bachelor,Finance,3,0.6,0.6,4095.75,9,2,2,44.8,3,38.8,3,4,5,3,0
1616,59.0,Male,Bachelor,Operations,2,4.8,3.8,4116.86,8,7,3,51.0,4,39.6,6,5,4,1,0
1617,60.0,Female,PhD,Operations,1,2.5,2.5,3939.07,15,5,1,11.7,3,12.5,1,3,4,1,0
1618,56.0,Male,Master,Engineering,3,1.2,0.0,4592.32,12,2,3,38.8,4,17.6,2,3,1,0,0
1619,48.0,Female,High School,Marketing,2,0.9,0.9,2611.08,9,7,4,41.2,3,18.1,2,4,2,1,0
1620,27.0,Male,High School,Operations,3,0.0,0.0,6083.55,10,5,3,31.9,4,5.6,3,5,3,2,1
1621,34.0,Female,PhD,IT,3,7.3,1.1,3933.4,5,11,3,72.3,3,22.6,3,4,3,1,0
1622,23.0,Male,Bachelor,Legal,5,2.2,2.2,5852.27,9,9,3,45.0,2,4.5,2,2,5,3,0
1623,27.0,Female,Master,HR,2,0.3,0.3,4503.87,7,5,3,29.1,3,3.0,0,4,4,2,0
1624,48.0,Female,Master,Operations,4,7.5,2.0,5719.0,8,5,4,29.6,4,1.8,2,5,3,0,0
1625,33.0,Non-binary,Master,IT,2,0.8,0.3,2100.11,9,6,3,45.1,4,16.1,6,4,3,0,0
1626,23.0,Female,Bachelor,Operations,2,3.6,0.3,5826.55,9,4,3,37.0,2,24.9,4,4,3,3,0
1627,61.0,Female,Bachelor,HR,2,2.6,2.6,2474.13,15,5,4,35.0,2,4.7,1,4,4,1,1
1628,36.0,Male,High School,Sales,2,7.4,1.6,5183.46,10,9,3,25.6,2,13.9,5,1,4,2,0
1629,47.0,Male,Bachelor,IT,1,0.6,0.0,3371.0,5,6,4,47.4,5,11.4,6,2,3,0,0
1630,23.0,Male,High School,Sales,3,2.9,0.1,5457.96,6,11,3,39.8,4,17.3,3,2,4,0,1
1631,53.0,Female,Master,Operations,1,6.3,4.5,1865.51,9,9,4,17.3,3,41.2,2,5,3,0,0
1632,52.0,Male,PhD,Sales,2,3.6,0.1,3488.34,8,7,3,37.2,2,2.8,2,1,4,0,0
1633,30.0,Male,Bachelor,Sales,1,5.3,0.5,6359.87,12,7,3,33.4,3,18.0,3,4,3,2,0
1634,33.0,Female,Bachelor,HR,1,5.8,2.7,6572.97,13,7,2,29.2,2,1.8,2,4,4,2,1
1635,50.0,Non-binary,Bachelor,Marketing,1,3.2,1.9,2872.24,8,7,3,55.2,2,30.9,0,3,3,1,0
1636,51.0,Male,Bachelor,Marketing,1,0.6,0.6,7179.91,7,3,3,32.8,3,16.2,0,4,4,3,0
1637,55.0,Male,Bachelor,Finance,2,11.4,0.7,5598.75,12,5,4,57.9,1,6.4,0,2,4,1,0
1638,40.0,Male,Bachelor,Engineering,2,2.6,1.5,1946.67,11,7,4,17.0,1,2.8,1,4,4,2,0
1639,43.0,Female,Master,IT,1,2.6,2.6,2849.5,6,9,3,47.0,4,8.7,3,1,5,1,1
1640,23.0,Male,Bachelor,Sales,1,0.0,0.0,6355.06,7,7,3,40.7,4,24.6,2,4,3,1,0
1641,32.0,Male,Bachelor,IT,2,3.1,1.4,4899.98,13,6,4,24.5,4,6.3,4,3,2,2,0
1642,50.0,Female,Master,HR,2,7.7,0.2,5637.47,9,8,3,54.3,5,44.45,6,4,5,2,0
1643,58.0,Male,Master,Legal,2,5.9,3.0,4999.88,6,5,3,43.4,3,1.1,4,3,3,1,0
1644,39.0,Male,Master,Finance,3,2.1,0.9,9187.97,4,3,4,28.8,2,3.7,4,5,2,1,0
1645,30.0,Male,Bachelor,Operations,3,5.4,0.9,3810.77,7,7,3,34.7,5,6.7,4,1,4,0,0
1646,23.0,Male,Bachelor,HR,1,2.7,2.7,5172.66,8,7,4,43.4,4,9.1,5,4,4,3,1
1647,46.0,Male,Master,Finance,5,11.6,0.7,4991.61,2,4,3,51.5,4,2.9,1,2,5,1,0
1648,42.0,Male,PhD,Operations,1,0.9,0.9,6641.95,6,3,4,38.3,1,44.45,4,4,3,2,0
1649,50.0,Female,Master,HR,1,2.5,2.5,4504.99,7,4,3,34.6,2,15.2,1,2,4,0,0
1650,45.0,Male,Bachelor,Operations,1,6.7,6.7,4789.47,11,6,3,19.4,3,3.8,3,4,4,1,0
1651,23.0,Male,PhD,Marketing,1,6.5,0.5,4000.04,6,3,3,64.1,4,3.6,4,4,5,1,0
1652,45.0,Male,Master,IT,1,3.1,1.5,6145.79,8,6,4,41.2,3,1.9,2,4,2,2,0
1653,40.0,Female,Master,Sales,5,2.1,2.1,7101.99,6,9,4,21.6,3,20.9,4,3,3,0,0
1654,43.0,Male,Bachelor,Operations,1,2.6,2.2,5637.05,8,4,3,66.3,4,8.3,2,4,4,2,1
1655,59.0,Male,Bachelor,Engineering,2,6.0,1.1,4328.28,10,10,2,45.1,2,14.7,2,3,3,0,0
1656,24.0,Male,High School,Marketing,5,2.1,2.1,3583.6,6,6,1,34.6,3,8.5,0,3,3,1,0
1657,40.0,Female,Bachelor,Sales,4,7.3,1.1,4869.82,7,4,3,32.6,4,5.3,1,4,3,0,1
1658,47.0,Male,Bachelor,IT,1,1.0,1.0,4303.62,7,12,4,14.3,1,17.7,1,4,3,0,0
1659,33.0,Male,High School,Operations,3,5.6,0.3,5203.96,10,5,3,52.8,4,10.0,2,4,1,3,0
1660,42.0,Female,Bachelor,Legal,1,21.3,3.5,2583.7,3,7,2,30.4,3,10.8,4,5,3,2,0
1661,41.0,Female,Master,IT,1,7.9,1.8,3664.29,3,6,1,61.3,3,28.3,2,4,4,1,0
1662,44.0,Male,Bachelor,Sales,1,1.2,1.2,3055.75,11,5,2,22.9,1,26.7,4,3,3,2,0
1663,44.0,Male,High School,IT,3,3.8,1.4,8221.83,6,8,4,57.6,3,4.0,3,1,3,0,0
1664,24.0,Male,Bachelor,Operations,2,3.5,3.5,3292.9,10,11,3,11.9,4,7.6,4,4,4,3,1
1665,45.0,Male,PhD,Finance,1,3.3,1.1,5683.74,15,7,3,49.7,5,30.0,5,1,4,2,0
1666,46.0,Male,Master,Finance,3,0.5,0.5,2417.33,7,8,4,52.5,4,11.0,1,3,5,1,0
1667,45.0,Female,Master,Marketing,4,0.7,0.7,5236.86,14,10,4,24.8,5,16.8,4,1,1,2,0
1668,60.0,Female,High School,Engineering,1,1.2,0.7,5653.06,7,5,3,47.7,4,10.3,1,2,4,0,0
1669,47.0,Female,High School,HR,2,4.7,1.0,4007.9,5,7,4,62.9,4,20.7,2,3,5,1,0
1670,47.0,Male,High School,Legal,2,8.7,0.3,3690.28,5,11,3,17.4,3,16.0,1,2,4,1,1
1671,59.0,Male,Master,Operations,2,1.3,1.3,6918.69,2,6,4,10.8,4,0.8,2,4,4,1,0
1672,39.0,Female,Bachelor,Finance,3,3.0,1.1,3464.42,6,5,3,31.5,2,39.0,3,3,4,1,0
1673,50.0,Female,Bachelor,IT,1,5.5,1.7,7280.46,8,6,3,31.8,3,4.0,1,4,4,0,0
1674,56.0,Male,Bachelor,Operations,3,7.4,4.1,2846.11,10,7,4,60.8,3,9.2,2,4,2,0,0
1675,52.0,Male,Bachelor,Legal,2,4.8,1.0,5567.62,11,9,3,66.4,3,13.5,1,5,3,1,0
1676,57.0,Male,High School,Sales,2,0.4,0.4,7927.09,9,4,4,46.7,2,24.1,6,2,3,1,0
1677,26.0,Female,Master,Legal,5,2.5,0.8,3090.09,5,7,4,40.1,2,12.3,2,4,4,1,1
1678,53.0,Male,Master,Engineering,1,0.8,0.6,4471.32,10,8,2,34.7,2,26.0,2,5,5,1,0
1679,32.0,Male,Master,Engineering,4,17.6,0.6,5296.65,9,10,3,36.7,4,8.7,3,3,2,2,0
1680,29.0,Female,Bachelor,Sales,2,1.9,1.9,4046.63,10,2,3,37.8,3,44.45,1,3,2,1,0
1681,44.0,Male,High School,Engineering,1,6.4,5.0,8179.81,13,3,3,21.7,4,0.6,2,5,5,2,0
1682,30.0,Non-binary,Master,Operations,5,5.7,0.4,7898.26,3,7,3,24.6,4,10.9,3,2,2,1,0
1683,53.0,Male,Bachelor,Engineering,1,0.1,0.1,10036.04,11,4,4,25.7,4,5.9,2,3,5,1,0
1684,42.0,Female,Bachelor,Finance,2,5.6,1.7,3863.69,11,3,3,36.1,4,12.0,2,2,4,2,0
1685,25.0,Male,PhD,HR,3,6.7,2.6,9009.2,5,5,1,41.3,4,5.9,0,4,3,1,0
1686,44.0,Female,Bachelor,Sales,2,2.1,0.9,8890.41,9,5,3,53.2,4,10.6,2,4,4,1,1
1687,53.0,Female,Master,Legal,1,1.7,1.7,8556.37,8,9,5,42.8,3,8.0,1,3,4,0,0
1688,26.0,Female,Bachelor,HR,5,4.2,4.0,6198.86,6,5,2,41.6,1,9.5,4,2,5,0,0
1689,60.0,Female,High School,Finance,3,3.3,3.3,2834.61,7,3,3,7.2,2,8.2,3,3,4,2,0
1690,24.0,Male,Master,Finance,1,4.2,0.1,2343.33,12,5,2,54.7,3,5.3,1,4,1,3,1
1691,59.0,Male,PhD,Legal,3,2.7,1.6,3033.58,9,5,3,27.1,3,8.2,0,4,4,0,0
1692,56.0,Female,PhD,Operations,1,10.8,3.9,4386.52,8,5,2,51.6,4,10.8,2,4,5,0,0
1693,22.0,Male,Master,Sales,2,6.5,1.9,6463.01,10,4,5,22.7,3,7.1,2,4,2,0,0
1694,36.0,Male,Master,Marketing,3,4.2,4.2,3487.95,6,9,4,17.0,3,2.3,3,5,4,2,0
1695,38.0,Male,High School,Marketing,5,0.7,0.7,3123.37,8,5,3,31.0,5,16.0,1,2,3,2,1
1696,36.0,Male,Bachelor,Finance,3,8.6,4.7,5902.99,9,5,3,43.7,1,12.0,3,4,2,1,0
1697,29.0,Female,Bachelor,HR,2,1.0,1.0,3684.23,7,6,3,24.2,3,0.5,4,4,3,0,0
1698,61.0,Female,Bachelor,Operations,3,0.2,0.1,3181.11,10,10,5,30.8,4,4.0,3,5,5,0,0
1699,52.0,Female,Bachelor,Finance,2,6.5,4.0,3216.74,9,2,3,33.8,1,10.2,2,5,3,1,0
1700,23.0,Male,PhD,IT,4,0.7,0.7,3011.46,8,9,4,40.8,2,22.4,1,1,4,0,0
1701,27.0,Male,Bachelor,Sales,2,2.5,2.5,9046.0,8,9,3,32.9,2,31.9,3,2,3,0,1
1702,45.0,Male,Master,Engineering,1,0.3,0.3,7043.03,6,5,1,36.3,4,6.3,4,4,3,0,1
1703,56.0,Female,Bachelor,Legal,4,7.8,3.9,5617.14,9,5,3,35.4,4,15.3,1,4,2,1,0
1704,50.0,Female,Bachelor,Engineering,1,1.1,1.1,6443.04,7,4,4,56.1,4,22.4,3,3,3,2,0
1705,38.0,Female,Bachelor,Legal,2,3.5,2.7,6844.18,11,10,3,34.7,3,1.2,0,2,4,2,0
1706,51.0,Male,Bachelor,Sales,1,5.3,0.7,4708.11,13,7,3,36.5,4,18.6,1,3,4,1,0
1707,22.0,Male,Bachelor,Engineering,2,6.3,3.6,6248.57,9,1,4,64.6,1,13.1,2,5,3,0,0
1708,44.0,Male,Master,IT,1,4.1,1.4,6979.79,5,4,3,37.7,1,11.1,2,4,5,0,0
1709,51.0,Female,Bachelor,HR,1,3.0,3.0,3940.93,7,7,2,55.3,3,4.9,2,3,5,0,0
1710,60.0,Female,PhD,HR,5,2.9,0.9,4838.68,6,5,4,12.5,4,8.2,3,4,3,1,0
1711,58.0,Male,Master,Operations,2,1.3,1.3,4269.91,6,2,4,48.1,3,5.8,3,2,4,3,1
1712,27.0,Male,Master,Engineering,3,1.4,1.4,7054.71,14,4,5,32.8,3,0.4,2,4,3,0,0
1713,53.0,Female,Master,Operations,1,0.2,0.2,3771.33,5,1,1,61.1,4,7.1,3,3,4,0,0
1714,40.0,Female,PhD,HR,2,3.8,0.1,6668.19,12,5,4,21.7,4,12.2,1,5,2,2,0
1715,46.0,Male,Master,Engineering,2,6.0,3.4,2346.35,9,7,3,14.3,4,18.1,3,2,4,0,0
1716,47.0,Male,Bachelor,Operations,1,0.7,0.7,5615.25,7,4,3,67.1,1,18.3,2,2,4,0,0
1717,22.0,Female,Bachelor,IT,3,12.3,3.4,6185.37,7,9,4,59.1,2,1.6,3,2,3,0,0
1718,53.0,Female,High School,Marketing,3,2.2,2.2,6379.19,9,3,3,50.4,4,11.2,1,2,3,3,0
1719,51.0,Male,PhD,IT,3,15.1,0.3,3536.98,3,9,1,58.3,4,21.2,5,4,1,1,0
1720,44.0,Male,Master,IT,1,6.0,2.3,7570.63,8,6,2,40.5,4,2.1,5,4,3,0,0
1721,58.0,Female,Bachelor,Sales,1,11.0,3.5,4418.87,5,7,3,30.8,1,5.0,5,4,1,0,0
1722,42.0,Male,Bachelor,HR,1,5.1,2.4,2836.94,9,3,3,35.5,2,10.7,3,3,4,0,0
1723,46.0,Female,Bachelor,Sales,4,2.7,2.7,3053.57,7,6,3,64.8,2,44.0,2,3,3,0,0
1724,33.0,Male,Master,Sales,1,11.5,5.0,6510.09,14,7,4,67.1,3,2.4,3,2,5,1,0
1725,54.0,Female,Bachelor,HR,4,2.1,2.1,3709.18,11,2,4,39.8,3,10.2,3,4,3,2,0
1726,37.0,Female,Bachelor,Sales,1,5.4,0.2,10387.595000000001,6,9,3,51.4,1,10.1,4,3,1,1,0
1727,55.0,Male,Master,Operations,3,1.1,1.1,3016.7,16,2,1,64.3,3,3.5,1,3,2,0,0
1728,32.0,Female,Bachelor,HR,1,15.0,0.9,2576.05,9,6,2,45.9,4,15.4,4,3,4,0,0
1729,37.0,Male,Bachelor,Legal,1,1.6,1.6,6529.85,5,14,2,54.4,2,39.5,1,4,3,0,0
1730,58.0,Female,Bachelor,HR,1,1.2,1.2,4144.22,7,10,4,43.4,3,5.9,3,5,5,0,0
1731,31.0,Female,Bachelor,Marketing,5,3.5,3.5,4528.84,8,5,4,65.0,2,23.7,2,1,2,0,0
1732,51.0,Female,Bachelor,Marketing,1,1.3,1.2,3226.94,10,9,4,56.0,4,40.2,2,3,2,0,0
1733,34.0,Female,Bachelor,Operations,1,3.7,3.7,4007.67,8,3,4,34.8,5,5.0,1,3,4,3,0
1734,24.0,Male,High School,Engineering,1,5.0,3.3,8461.58,6,3,3,25.2,4,15.1,4,5,3,0,0
1735,37.0,Male,Master,Operations,2,2.8,2.8,4576.8,6,1,4,18.4,3,1.8,2,2,5,1,0
1736,41.0,Male,Bachelor,Operations,1,4.4,0.1,8276.43,5,9,2,42.9,3,6.5,1,3,3,0,0
1737,60.0,Female,Bachelor,Operations,2,3.8,2.3,5214.05,7,5,1,58.1,5,8.7,4,3,4,0,0
1738,51.0,Female,High School,Marketing,3,2.8,2.8,3570.43,5,2,1,47.2,3,23.3,2,3,3,2,0
1739,31.0,Male,Bachelor,IT,3,5.1,0.7,6948.17,11,6,3,41.6,4,31.9,4,4,4,0,0
1740,30.0,Non-binary,Bachelor,Marketing,3,3.8,2.9,3933.54,5,8,4,32.2,3,6.2,0,5,3,3,0
1741,47.0,Female,Master,IT,1,0.8,0.8,3943.69,8,5,3,42.3,4,22.1,2,4,4,0,0
1742,33.0,Male,Bachelor,Marketing,3,6.0,1.0,4648.0,11,5,3,40.5,1,9.0,5,5,3,2,0
1743,47.0,Male,Master,Operations,5,2.4,1.0,3883.5,10,5,4,45.7,2,6.8,6,4,4,3,0
1744,30.0,Male,High School,Sales,2,6.0,1.2,4299.32,10,8,3,34.4,5,44.45,1,5,3,0,0
1745,32.0,Male,Master,Marketing,2,24.3,1.8,4212.32,9,8,4,37.1,5,13.8,3,4,3,0,0
1746,46.0,Male,Master,Marketing,1,0.5,0.4,3132.88,7,8,1,36.6,5,16.1,3,2,3,1,0
1747,34.0,Male,PhD,Engineering,2,2.3,0.8,5391.05,4,5,4,15.4,3,12.5,4,1,3,1,0
1748,25.0,Male,Bachelor,Operations,2,6.9,0.5,3132.63,14,6,2,33.4,3,2.1,4,4,4,2,0
1749,43.0,Female,Master,Engineering,1,1.7,0.3,3368.34,10,10,5,55.1,4,9.4,3,5,1,2,1
1750,55.0,Non-binary,Bachelor,Marketing,3,2.4,2.4,10387.595000000001,10,9,3,39.0,2,3.6,2,3,5,1,0
1751,46.0,Female,Bachelor,Engineering,1,4.0,1.7,5475.64,8,5,3,11.8,3,4.6,3,4,4,1,1
1752,30.0,Male,Master,IT,1,9.7,5.2,5206.11,12,12,3,52.4,4,12.2,2,4,4,3,0
1753,32.0,Female,High School,Engineering,1,5.0,2.9,4680.9,8,3,2,27.7,3,11.6,2,3,4,2,0
1754,23.0,Male,Master,HR,2,2.2,0.9,6136.32,14,8,5,42.4,1,19.3,3,4,3,0,0
1755,27.0,Male,High School,HR,2,2.7,1.6,3865.61,4,2,3,49.0,4,44.45,2,2,3,2,0
1756,36.0,Male,Master,Finance,4,3.0,0.5,4748.76,8,6,3,47.1,4,22.0,3,3,4,1,1
1757,59.0,Male,Bachelor,HR,4,0.7,0.7,9759.64,8,6,2,44.1,4,0.2,2,3,3,2,0
1758,44.0,Female,Bachelor,Engineering,5,0.7,0.7,2616.77,6,4,3,14.2,2,21.9,5,5,4,2,0
1759,42.0,Male,Master,IT,4,1.2,1.2,7958.83,7,5,2,19.4,4,12.3,2,4,4,0,0
1760,36.0,Male,Bachelor,Operations,3,15.8,2.2,5666.72,9,1,3,34.4,2,0.4,3,2,3,1,0
1761,39.0,Male,PhD,HR,1,0.1,0.1,7467.44,17,3,5,46.4,4,25.1,1,3,4,1,0
1762,53.0,Female,Master,Legal,3,10.3,5.5,6313.67,11,2,3,30.2,3,4.8,2,4,4,0,0
1763,32.0,Female,Bachelor,IT,1,6.3,3.0,4912.45,9,8,4,55.2,1,8.9,2,3,5,2,1
1764,26.0,Male,Master,Engineering,1,6.8,0.4,4982.35,7,7,1,37.6,4,23.4,3,3,1,1,1
1765,28.0,Female,Master,Engineering,1,8.3,2.5,6925.23,9,7,4,27.3,5,29.8,2,4,3,1,0
1766,40.0,Male,High School,Engineering,4,5.4,5.4,3202.07,9,8,1,56.5,2,7.3,2,1,2,0,0
1767,45.0,Female,Master,Engineering,2,2.6,2.4,5323.84,5,3,3,40.4,4,7.9,0,4,3,1,0
1768,60.0,Female,Bachelor,Legal,1,9.4,4.5,4734.34,2,9,3,65.5,5,13.9,2,4,3,0,0
1769,55.0,Female,High School,IT,2,5.1,1.9,6468.41,10,5,3,27.6,4,9.3,1,4,4,1,0
1770,28.0,Male,Master,Operations,3,7.5,0.9,6153.78,8,6,3,34.8,4,10.9,3,5,3,0,0
1771,50.0,Male,Master,Engineering,2,5.0,2.1,5406.49,10,7,2,31.6,3,44.45,2,1,4,2,0
1772,53.0,Male,PhD,Engineering,2,1.2,0.8,4358.52,5,4,4,33.8,3,11.1,1,4,1,1,0
1773,49.0,Male,Bachelor,HR,1,5.8,0.7,7919.41,9,6,3,60.3,2,5.7,2,5,2,0,0
1774,57.0,Male,High School,Legal,3,21.8,0.6,4544.71,10,7,3,18.6,5,8.3,2,4,4,0,0
1775,23.0,Female,High School,Operations,1,1.2,1.2,2746.77,11,6,4,23.7,2,0.9,4,4,3,3,0
1776,41.0,Non-binary,Master,Operations,2,8.6,4.9,3529.25,10,6,4,46.2,2,12.0,2,3,3,2,1
