age,gender,education,department,job_level,years_at_company,years_in_current_role,monthly_salary,overtime_hours_monthly,num_projects_completed,performance_rating,training_hours_yearly,work_life_balance_score,distance_from_home_km,num_companies_worked,job_satisfaction,relationship_with_manager,stock_option_level,ratio_salario_edad,antiguedad_satisfaccion,rango_edad
52,Male,Master,Operations,2,5.1,0.8,4341.66,9,6,3,47.3,4,3.2,1,4,5,1,83.49346153846153,20.4,maduro
26,Male,Bachelor,Sales,2,2.6,0.3,9174.1,12,4,5,56.3,3,14.5,2,3,4,0,352.85,7.800000000000001,joven
51,Male,Bachelor,Marketing,1,3.3,0.8,6535.46,6,5,4,23.4,4,8.1,2,4,4,0,128.14627450980393,13.2,maduro
27,Male,Bachelor,IT,4,1.4,1.1,3920.98,1,8,3,36.0,3,5.9,1,3,3,0,145.22148148148148,4.199999999999999,joven
42,Male,Master,Marketing,1,4.6,2.5,3216.65,9,7,3,34.2,3,18.3,3,3,4,0,76.58690476190476,13.8,adulto
49,Male,High School,IT,1,6.3,2.2,4866.63,10,6,5,33.9,1,30.9,3,4,4,1,99.31897959183674,25.2,maduro
61,Female,PhD,Legal,2,14.4,0.2,2597.36,8,7,4,38.9,3,1.5,0,3,5,0,42.57967213114755,43.2,senior
50,Male,Bachelor,Engineering,1,3.7,0.9,4995.2,5,7,3,29.9,3,90.0,2,4,5,0,99.904,14.8,maduro
58,Female,Master,Marketing,1,12.1,5.9,7059.46,12,7,3,37.8,3,0.3,3,4,4,0,121.7148275862069,48.4,maduro
34,Female,High School,Finance,2,1.8,0.4,4943.82,8,3,2,45.7,2,8.3,1,4,5,0,145.4064705882353,7.2,adulto
49,Female,Bachelor,Marketing,2,4.6,0.8,3357.68,9,9,4,25.5,3,27.0,1,1,5,2,68.52408163265306,4.6,maduro
31,Female,High School,Legal,4,0.1,0.2,2876.45,12,8,3,37.2,4,19.1,2,3,3,0,92.78870967741936,0.3,adulto
55,Male,Bachelor,Legal,3,1.6,0.3,2535.76,12,10,3,27.7,3,11.8,2,5,4,1,46.10472727272728,8.0,maduro
44,Male,Bachelor,IT,1,13.5,1.0,5011.03,9,8,3,47.6,5,5.5,6,4,3,2,113.88704545454544,54.0,adulto
38,Male,Bachelor,HR,1,11.3,3.4,2981.4,5,6,4,16.4,3,53.6,5,5,4,0,78.4578947368421,56.5,adulto
30,Female,Master,Legal,2,0.6,1.2,7804.68,14,7,4,30.8,4,2.0,2,5,4,1,260.156,3.0,joven
55,Male,Bachelor,Engineering,2,4.7,2.0,6494.6,15,7,3,59.7,3,2.3,1,2,2,0,118.08363636363636,9.4,maduro
47,Male,Bachelor,Marketing,1,2.7,1.8,5408.6,11,5,3,67.5,1,19.0,2,4,5,2,115.07659574468086,10.8,maduro
39,Female,PhD,Operations,2,0.5,3.2,4768.3,8,5,3,25.2,5,4.5,4,3,3,0,122.26410256410256,1.5,adulto
30,Female,Master,Marketing,3,10.6,0.8,3733.05,5,12,2,36.5,3,61.5,2,1,5,0,124.435,10.6,joven
23,Female,Bachelor,IT,2,5.1,1.0,3643.87,11,1,4,43.6,4,1.0,3,3,3,2,158.4291304347826,15.3,joven
33,Female,Master,Operations,2,4.7,1.2,2546.56,10,11,2,36.5,2,0.4,2,2,5,0,77.16848484848485,9.4,adulto
27,Male,High School,Marketing,3,0.1,2.8,12385.8566,9,3,5,30.8,4,12.3,1,3,2,2,458.7354296296296,0.3,joven
49,Male,Master,Operations,3,0.6,3.1,9709.3,11,3,4,47.9,2,8.4,1,3,3,0,198.1489795918367,1.7999999999999998,maduro
54,Male,Master,Sales,2,0.6,1.7,2395.97,13,3,2,32.4,3,1.0,0,5,3,3,44.36981481481481,3.0,maduro
49,Female,Bachelor,Operations,3,3.2,0.6,3637.66,6,9,4,15.3,4,2.4,2,3,1,0,74.23795918367347,9.6,maduro
42,Male,High School,Finance,3,1.7,1.5,4146.32,5,4,3,25.8,3,5.1,2,3,2,1,98.72190476190475,5.1,adulto
42,Female,PhD,Operations,3,0.5,6.8,5938.77,6,6,2,38.3,2,2.8,1,4,4,3,141.39928571428572,2.0,adulto
41,Male,PhD,Operations,1,0.4,3.1,3396.29,7,6,4,35.3,2,21.7,2,4,3,1,82.83634146341463,1.6,adulto
22,Female,Master,Legal,2,0.3,5.4,5360.56,7,8,3,57.7,3,1.7,4,3,2,1,243.6618181818182,0.8999999999999999,joven
32,Female,High School,Marketing,1,1.1,2.0,3410.11,8,6,1,34.9,3,1.8,2,5,4,0,106.5659375,5.5,adulto
36,Female,Bachelor,Marketing,3,6.4,4.1,7364.54,9,8,3,28.5,5,7.0,5,3,4,0,204.5705555555556,19.200000000000003,adulto
44,Female,Master,Legal,3,7.8,5.5,4409.82,5,7,4,18.1,4,10.4,0,3,2,3,100.2231818181818,23.4,adulto
61,Female,Bachelor,Engineering,1,2.8,8.4,9341.21,5,3,3,45.5,4,0.8,0,3,3,1,153.1345901639344,8.399999999999999,senior
51,Male,Bachelor,Legal,2,2.6,1.4,8970.17,5,3,3,20.4,3,9.1,1,3,3,0,175.8856862745098,7.800000000000001,maduro
43,Female,Master,IT,1,0.7,3.4,4071.83,8,4,5,31.0,2,8.6,4,5,3,3,94.69372093023256,3.5,adulto
48,Female,High School,Finance,2,5.0,6.0,4620.56,10,9,4,27.1,4,20.7,5,3,2,0,96.26166666666668,15.0,maduro
35,Male,Bachelor,HR,4,7.6,4.4,12385.8566,9,0,2,22.5,4,13.3,5,3,4,0,353.8816171428571,22.8,adulto
25,Male,Master,Legal,1,10.2,1.3,5247.41,8,4,4,19.9,3,18.3,3,2,4,0,209.8964,20.4,joven
43,Female,PhD,HR,2,0.7,0.2,7902.48,11,12,3,38.3,3,1.4,3,1,1,1,183.7786046511628,0.7,adulto
26,Male,Bachelor,Engineering,1,4.2,2.1,6723.13,13,6,5,37.0,3,0.0,3,2,4,1,258.5819230769231,8.4,joven
43,Male,Bachelor,IT,1,3.7,2.0,5740.0,9,9,2,21.6,1,2.1,1,4,5,3,133.48837209302326,14.8,adulto
24,Female,Bachelor,Marketing,1,2.2,0.5,4796.32,9,9,3,35.3,5,16.8,0,4,3,0,199.84666666666664,8.8,joven
29,Female,Bachelor,Sales,3,9.3,7.0,5449.3,6,4,3,45.4,3,7.7,5,4,4,2,187.90689655172412,37.2,joven
23,Non-binary,Bachelor,Legal,1,0.6,3.4,9056.56,9,8,3,56.2,2,6.4,5,3,4,0,393.76347826086953,1.7999999999999998,joven
29,Female,Master,Marketing,1,0.0,2.0,6557.81,5,3,2,42.7,3,20.8,2,3,2,0,226.13137931034484,0.0,joven
56,Male,Bachelor,Sales,4,7.5,0.2,8231.69,3,6,3,0.0,5,22.2,1,5,3,0,146.9944642857143,37.5,maduro
35,Male,Bachelor,Engineering,2,12.2,5.6,5196.96,9,7,3,46.6,4,2.3,3,2,4,0,148.48457142857143,24.4,adulto
52,Female,PhD,Marketing,2,3.1,1.6,5725.72,10,8,4,43.0,3,41.8,5,5,4,0,110.11,15.5,maduro
35,Male,Master,Engineering,1,2.7,1.8,3954.03,10,5,4,55.2,4,37.4,2,5,5,2,112.97228571428572,13.5,adulto
28,Male,Bachelor,Legal,1,1.3,1.7,6151.8,7,4,4,41.4,2,57.7,4,5,4,0,219.70714285714288,6.5,joven
22,Female,Master,Marketing,1,10.5,1.6,3760.08,6,9,4,25.2,4,11.7,5,5,5,0,170.91272727272727,52.5,joven
50,Male,High School,IT,2,2.1,2.3,4540.86,12,11,3,39.7,4,14.9,2,3,4,2,90.8172,6.300000000000001,maduro
33,Male,Master,HR,4,1.3,0.4,3152.75,8,8,3,48.6,3,2.2,0,1,3,2,95.53787878787878,1.3,adulto
30,Male,High School,Operations,2,1.4,1.8,5335.54,4,6,2,43.9,4,78.1,2,4,1,1,177.85133333333334,5.6,joven
22,Female,High School,IT,4,13.3,1.3,5274.91,5,8,3,33.2,3,7.5,4,3,3,0,239.76863636363635,39.900000000000006,joven
61,Female,Bachelor,Engineering,2,3.8,0.3,5611.66,4,6,4,20.9,3,29.8,6,3,3,0,91.9944262295082,11.4,senior
31,Female,High School,Marketing,2,0.9,6.9,8037.83,13,7,5,28.5,5,2.0,0,5,2,0,259.28483870967744,4.5,adulto
25,Female,Bachelor,Finance,1,1.1,5.5,4775.92,5,3,5,29.2,1,7.4,1,3,3,1,191.0368,3.3000000000000003,joven
54,Male,Bachelor,Engineering,1,7.5,4.3,5515.89,11,5,2,44.7,2,12.3,2,4,2,2,102.14611111111113,30.0,maduro
57,Male,High School,Legal,1,2.6,5.4,4518.83,8,6,3,15.2,2,9.8,1,4,3,0,79.27771929824561,10.4,maduro
59,Female,Master,Legal,4,25.4,0.3,2830.69,7,8,4,38.0,4,15.2,3,1,3,1,47.97779661016949,25.4,maduro
28,Male,High School,Legal,3,3.1,0.3,10104.59,6,10,3,47.1,4,3.8,0,4,4,0,360.8782142857143,12.4,joven
42,Female,Master,Marketing,2,3.6,0.4,4928.27,8,6,3,25.0,4,15.4,1,3,5,2,117.33976190476191,10.8,adulto
43,Female,Master,IT,1,2.6,8.1,2849.5,6,9,3,47.0,4,8.7,3,1,5,1,66.26744186046511,2.6,adulto
37,Female,Bachelor,Operations,1,4.8,4.1,4741.24,8,9,5,47.0,3,18.0,2,5,4,1,128.14162162162162,24.0,adulto
42,Female,Master,IT,1,12.2,1.5,4000.26,10,6,4,35.5,3,17.6,2,4,3,2,95.24428571428572,48.8,adulto
27,Male,Bachelor,HR,3,0.3,6.4,4206.38,10,6,5,50.6,2,3.9,0,3,5,0,155.79185185185185,0.8999999999999999,joven
40,Male,Bachelor,Finance,1,3.8,5.4,2993.91,8,7,3,51.7,2,8.1,4,4,5,0,74.84774999999999,15.2,adulto
56,Male,PhD,Operations,1,18.7,1.1,3396.68,7,3,4,49.1,4,5.5,0,1,4,1,60.655,18.7,maduro
31,Male,Master,Legal,1,2.8,2.7,4873.28,7,3,1,36.4,5,3.5,3,3,4,0,157.20258064516128,8.399999999999999,adulto
53,Male,Master,HR,4,7.6,1.1,6988.59,10,1,3,60.9,4,3.9,1,5,4,1,131.86018867924528,38.0,maduro
37,Male,Bachelor,Marketing,2,4.6,1.4,7455.06,3,3,4,58.8,3,21.0,2,3,4,0,201.4881081081081,13.8,adulto
50,Female,Bachelor,Marketing,1,0.4,1.7,3025.86,6,8,1,30.5,4,7.2,5,3,4,3,60.5172,1.2000000000000002,maduro
44,Male,Bachelor,Sales,1,6.2,0.8,3066.74,6,4,4,56.6,3,31.3,3,3,5,1,69.69863636363635,18.6,adulto
30,Female,Master,HR,4,7.3,1.4,5792.1,13,7,3,33.9,5,28.0,3,4,5,2,193.07,29.2,joven
39,Male,Bachelor,IT,3,8.2,0.4,6209.44,10,12,5,60.5,3,29.8,0,5,4,1,159.21641025641026,41.0,adulto
34,Male,Master,Finance,3,1.8,5.3,3510.04,4,7,3,60.6,4,16.2,5,5,5,0,103.23647058823528,9.0,adulto
61,Male,High School,Finance,1,8.6,2.7,4220.72,13,6,5,44.3,4,4.0,1,2,4,3,69.19213114754099,17.2,senior
34,Female,High School,Sales,1,1.4,0.8,3946.27,5,7,4,41.4,4,35.3,2,4,3,0,116.06676470588236,5.6,adulto
57,Female,Bachelor,Marketing,4,5.5,1.4,3931.37,5,7,4,25.6,3,0.9,4,3,2,2,68.97140350877193,16.5,maduro
47,Male,PhD,Legal,4,0.2,2.0,4223.77,4,4,4,30.5,3,29.6,0,3,1,0,89.86744680851065,0.6000000000000001,maduro
32,Female,Master,Legal,2,2.4,0.9,2370.68,7,6,2,2.1,3,11.4,10,2,4,1,74.08375,4.8,adulto
37,Male,High School,Sales,4,0.3,7.1,3615.98,7,5,3,25.5,3,8.9,5,5,4,0,97.7291891891892,1.5,adulto
57,Female,Bachelor,Marketing,1,3.0,2.3,3806.82,9,6,3,51.8,4,6.6,0,4,5,1,66.78631578947369,12.0,maduro
42,Male,Bachelor,Operations,1,11.3,5.0,4302.33,9,7,5,40.4,1,3.7,3,2,3,0,102.43642857142856,22.6,adulto
36,Female,PhD,Engineering,5,1.3,0.6,2708.6,10,13,4,17.6,2,1.2,1,5,3,1,75.23888888888888,6.5,adulto
25,Male,Master,HR,2,3.4,0.7,4302.82,10,10,3,44.2,2,9.0,2,1,5,1,172.1128,3.4,joven
53,Male,Master,Finance,4,15.9,0.3,2972.91,6,6,3,61.0,3,1.8,2,3,4,1,56.09264150943396,47.7,maduro
36,Male,High School,Sales,2,7.4,1.6,5183.46,10,9,3,25.6,2,13.9,5,1,4,2,143.985,7.4,adulto
31,Female,Master,Engineering,3,15.2,0.4,3492.41,12,8,3,15.6,3,8.7,3,4,5,0,112.6583870967742,60.8,adulto
40,Male,PhD,Finance,3,2.0,4.3,3533.65,5,9,2,43.0,4,33.1,1,3,4,2,88.34125,6.0,adulto
48,Male,Bachelor,IT,2,4.0,0.4,5163.14,9,10,3,54.8,3,10.0,4,4,3,2,107.56541666666668,16.0,maduro
58,Female,Bachelor,Legal,1,1.0,2.8,2500.05,10,7,4,28.0,2,1.1,7,3,4,0,43.10431034482759,3.0,maduro
57,Female,Bachelor,Marketing,2,8.7,0.5,4716.6,13,5,5,8.1,5,5.3,0,3,4,3,82.74736842105264,26.1,maduro
46,Female,Master,Sales,1,5.0,3.6,3885.34,9,4,3,64.1,1,17.9,2,4,3,1,84.46391304347826,20.0,maduro
28,Male,PhD,HR,5,2.1,0.3,7365.64,11,4,2,32.9,3,18.6,3,4,4,2,263.05857142857144,8.4,joven
55,Female,Bachelor,IT,4,0.9,2.6,3706.5,4,10,3,62.1,4,17.4,3,4,3,1,67.39090909090909,3.6,maduro
28,Female,Bachelor,Legal,1,3.4,5.1,4481.7,7,11,3,62.5,4,12.4,2,2,4,1,160.06071428571428,6.8,joven
56,Female,PhD,Marketing,1,13.3,2.5,3741.33,10,7,3,27.2,3,15.9,6,5,2,0,66.80946428571428,66.5,maduro
35,Male,Master,Engineering,5,3.5,0.4,3274.27,8,1,3,16.0,4,30.3,3,4,1,1,93.55057142857144,14.0,adulto
22,Female,Bachelor,Marketing,3,2.6,7.0,5712.92,13,3,3,44.4,1,16.2,3,3,4,2,259.6781818181818,7.800000000000001,joven
27,Female,Bachelor,Legal,4,1.3,1.9,7220.29,4,7,2,63.8,4,7.8,3,4,4,0,267.41814814814813,5.2,joven
59,Female,Master,Marketing,1,10.0,0.8,4460.05,13,8,3,33.6,3,0.3,4,4,4,0,75.59406779661018,40.0,maduro
29,Male,Master,Legal,3,7.1,2.0,2664.28,3,7,3,45.5,3,26.2,0,4,4,3,91.87172413793104,28.4,joven
61,Male,Bachelor,IT,1,5.3,1.4,5313.8,9,8,2,31.7,5,15.0,4,3,3,1,87.11147540983607,15.9,senior
32,Female,Master,Sales,1,15.2,1.1,4431.64,2,8,2,40.2,3,3.2,5,4,2,0,138.48875,60.8,adulto
28,Female,Bachelor,Legal,4,0.6,2.4,2686.82,10,9,3,35.7,4,44.6,2,4,4,1,95.95785714285716,2.4,joven
60,Female,Bachelor,Engineering,3,3.9,0.3,2808.95,6,9,3,26.1,4,14.3,3,3,1,2,46.81583333333333,11.7,maduro
45,Male,Bachelor,HR,1,0.8,0.2,4667.13,5,8,2,49.4,4,9.9,3,3,2,1,103.714,2.4000000000000004,adulto
48,Female,Bachelor,Finance,4,7.0,2.9,8372.3,13,6,4,47.4,5,2.2,4,5,5,1,174.42291666666665,35.0,maduro
42,Female,Bachelor,HR,1,3.0,5.7,3937.11,9,3,3,32.2,4,20.6,1,4,4,0,93.74071428571428,12.0,adulto
34,Female,Bachelor,IT,2,7.4,2.8,2188.02,3,10,4,14.3,4,16.7,2,2,4,0,64.35352941176471,14.8,adulto
31,Non-binary,Master,HR,1,1.9,0.7,7925.26,12,5,5,0.9,4,23.8,4,4,3,0,255.6535483870968,7.6,adulto
60,Female,Master,Engineering,1,5.2,0.3,5221.64,12,10,2,62.2,3,49.5,1,5,4,1,87.02733333333335,26.0,maduro
28,Male,Master,Engineering,5,0.3,1.1,3009.7,4,5,3,35.4,2,24.0,6,5,4,0,107.48928571428571,1.5,joven
57,Female,Bachelor,HR,5,2.6,0.3,5890.19,10,8,4,43.1,4,12.2,1,4,5,0,103.33666666666666,10.4,maduro
35,Male,Bachelor,Marketing,1,0.1,0.0,6396.75,6,6,3,0.0,4,0.4,3,4,5,2,182.7642857142857,0.4,adulto
41,Female,PhD,IT,1,1.1,2.1,4786.31,6,5,3,64.1,2,24.0,4,4,4,0,116.73926829268294,4.4,adulto
37,Female,Master,Operations,1,6.6,0.7,3085.0,8,5,2,35.0,4,5.0,1,2,3,0,83.37837837837837,13.2,adulto
38,Male,Bachelor,Engineering,2,5.5,0.3,2242.75,9,7,5,22.7,4,21.6,3,4,3,1,59.01973684210526,22.0,adulto
35,Female,Master,Operations,1,16.9,5.4,3956.92,6,6,2,26.9,3,64.2,3,4,2,1,113.05485714285714,67.6,adulto
30,Female,Master,Legal,2,4.7,3.6,3646.56,4,5,4,35.7,3,11.8,3,5,4,0,121.552,23.5,joven
58,Female,Bachelor,HR,3,5.0,0.2,2738.92,7,11,4,37.3,5,3.6,6,5,2,2,47.22275862068965,25.0,maduro
29,Male,Bachelor,Sales,2,22.6,0.5,5568.63,9,6,2,52.1,3,16.5,3,3,5,0,192.02172413793105,67.80000000000001,joven
59,Male,Master,IT,3,1.9,1.4,5393.37,2,7,3,62.3,5,6.8,2,4,2,0,91.41305084745764,7.6,maduro
46,Female,Master,Engineering,3,0.2,0.0,3880.03,7,6,3,59.5,3,0.2,3,4,4,1,84.34847826086957,0.8,maduro
24,Male,Master,Sales,3,5.8,9.8,3819.68,9,7,4,41.3,5,15.1,2,3,4,1,159.15333333333334,17.4,joven
26,Male,Bachelor,Marketing,1,1.4,3.3,4868.27,7,9,2,30.5,4,2.4,1,5,4,1,187.24115384615385,7.0,joven
40,Male,Bachelor,Legal,2,1.4,1.0,5350.77,8,11,4,67.2,4,11.1,3,4,3,3,133.76925,5.6,adulto
38,Male,High School,HR,1,7.2,2.5,6266.74,8,8,3,30.3,2,3.0,4,5,1,2,164.91421052631577,36.0,adulto
47,Female,Bachelor,Sales,3,8.9,1.3,3650.82,9,5,4,49.1,2,5.4,1,4,2,1,77.67702127659575,35.6,maduro
36,Male,Master,HR,3,4.9,2.4,4039.67,8,10,3,50.2,4,0.6,0,4,4,0,112.21305555555556,19.6,adulto
59,Male,Bachelor,Operations,2,4.8,3.8,4116.86,8,7,3,51.0,4,39.6,6,5,4,1,69.77728813559321,24.0,maduro
45,Male,Master,IT,2,0.9,1.8,5206.5,8,7,3,42.1,2,1.7,4,4,3,3,115.7,3.6,adulto
40,Female,Master,Sales,3,4.7,3.5,4731.54,10,4,3,52.0,3,4.8,5,4,4,2,118.2885,18.8,adulto
42,Male,High School,Operations,2,4.2,4.5,8163.98,7,5,4,36.1,4,30.1,3,3,2,1,194.38047619047617,12.6,adulto
40,Female,Master,Legal,1,0.7,2.5,10050.69,3,8,2,34.7,5,13.2,6,1,4,2,251.26725,0.7,adulto
44,Male,Master,Marketing,2,5.5,4.8,4133.64,5,10,4,28.6,4,16.2,2,4,4,0,93.94636363636364,22.0,adulto
43,Male,Bachelor,Marketing,1,0.1,0.5,8568.29,5,3,2,56.6,3,26.9,1,2,5,0,199.2625581395349,0.2,adulto
51,Male,Bachelor,Finance,5,1.4,0.7,6988.37,7,5,4,40.3,2,3.3,2,5,4,1,137.02686274509804,7.0,maduro
56,Male,Master,Engineering,1,1.6,0.3,3312.09,9,6,3,34.7,3,26.3,4,3,2,3,59.144464285714285,4.800000000000001,maduro
27,Male,Bachelor,IT,5,13.5,0.3,6100.87,11,6,4,47.3,3,14.2,2,3,2,0,225.95814814814813,40.5,joven
53,Male,Bachelor,Finance,2,14.3,3.4,5906.08,7,3,4,51.8,3,25.1,9,5,4,0,111.4354716981132,71.5,maduro
56,Male,High School,Operations,1,5.5,0.3,3838.01,6,10,2,45.6,3,2.5,3,4,4,1,68.53589285714285,22.0,maduro
33,Male,Bachelor,IT,4,0.6,0.3,3950.31,5,8,2,53.2,4,19.3,4,4,4,2,119.70636363636363,2.4,adulto
28,Non-binary,Bachelor,HR,1,0.9,1.2,5589.08,7,5,4,13.2,1,3.7,2,4,3,1,199.61,3.6,joven
51,Female,Master,Marketing,5,4.5,5.8,7691.71,8,7,3,41.7,3,16.8,0,3,1,3,150.8178431372549,13.5,maduro
43,Male,Bachelor,Legal,1,13.7,5.2,4827.74,8,6,2,61.4,3,28.8,4,3,4,0,112.27302325581395,41.1,adulto
27,Female,Bachelor,HR,5,13.1,7.5,5494.5,10,2,3,62.9,1,1.1,3,3,3,0,203.5,39.3,joven
27,Female,Bachelor,Engineering,4,16.7,0.9,8905.8,13,7,3,34.0,1,7.6,1,4,2,1,329.84444444444443,66.8,joven
37,Female,Master,Marketing,2,1.4,1.3,7744.36,6,4,3,53.3,4,21.9,4,5,4,2,209.307027027027,7.0,adulto
23,Female,Master,Sales,1,0.5,1.0,8595.0,5,5,4,50.2,3,4.1,5,5,3,2,373.69565217391306,2.5,joven
29,Male,Bachelor,IT,5,3.2,0.6,5145.13,10,7,3,47.5,2,84.3,3,4,4,2,177.41827586206898,12.8,joven
35,Non-binary,High School,IT,2,3.8,2.3,2558.35,14,6,3,54.0,2,19.2,2,5,3,2,73.09571428571428,19.0,adulto
31,Male,Bachelor,Sales,4,0.0,0.5,3784.92,9,8,4,58.2,3,36.8,3,3,3,2,122.0941935483871,0.0,adulto
23,Non-binary,PhD,Finance,4,0.9,5.4,6781.68,13,0,3,49.2,3,8.7,1,3,3,0,294.85565217391303,2.7,joven
29,Female,High School,Marketing,3,0.3,1.2,10474.22,7,7,3,31.6,5,15.8,2,5,4,1,361.18,1.5,joven
43,Male,High School,Engineering,3,2.4,5.2,6790.98,10,8,2,56.8,3,13.0,2,3,2,1,157.92976744186046,7.199999999999999,adulto
29,Female,Bachelor,Legal,5,8.1,1.3,4876.28,7,6,3,37.8,3,0.4,1,3,4,1,168.14758620689653,24.3,joven
23,Male,High School,Legal,1,1.0,1.3,3352.64,16,8,4,56.9,3,4.7,2,5,3,0,145.76695652173913,5.0,joven
35,Male,Bachelor,HR,1,4.5,1.0,3976.81,7,8,4,42.4,5,30.0,0,4,3,1,113.62314285714284,18.0,adulto
22,Female,Bachelor,Finance,3,1.6,8.3,5863.74,10,2,3,29.2,3,3.7,3,4,4,2,266.53363636363633,6.4,joven
44,Male,High School,Marketing,2,0.6,8.9,5624.77,10,9,3,25.1,3,4.3,3,4,4,0,127.83568181818184,2.4,adulto
41,Male,Master,Legal,2,1.8,4.6,6219.36,7,5,4,45.1,4,11.2,5,4,1,1,151.69170731707317,7.2,adulto
29,Male,PhD,Finance,5,7.5,1.1,5241.38,11,3,3,41.9,2,57.6,4,2,3,2,180.73724137931035,15.0,joven
58,Female,Master,Sales,2,12.4,1.0,4442.73,9,8,3,43.4,4,2.5,4,4,2,0,76.59879310344827,49.6,maduro
38,Male,High School,Engineering,3,1.3,1.6,6825.75,5,6,2,41.2,3,12.2,2,3,3,1,179.625,3.9,adulto
48,Female,Master,Finance,5,5.2,3.1,6026.86,6,2,1,55.7,3,17.1,2,3,3,2,125.55958333333332,15.6,maduro
26,Female,High School,Sales,2,0.9,1.3,4901.89,7,6,3,47.9,4,13.9,5,3,3,2,188.5342307692308,2.7,joven
33,Male,Bachelor,Marketing,2,1.2,3.0,8896.57,8,8,5,63.9,4,2.6,5,5,4,1,269.5930303030303,6.0,adulto
46,Female,Bachelor,Legal,1,2.3,5.6,4604.19,8,9,3,37.9,4,0.2,1,5,4,1,100.09108695652174,11.5,maduro
45,Male,Master,Sales,1,3.0,0.8,3999.42,9,8,3,48.6,4,64.6,2,3,5,1,88.876,9.0,adulto
50,Female,Bachelor,HR,3,1.6,1.3,3666.67,6,6,4,69.3,4,25.4,4,3,2,3,73.3334,4.800000000000001,maduro
28,Male,High School,Operations,2,0.1,3.4,6479.04,7,8,2,35.4,2,5.9,3,4,4,2,231.3942857142857,0.4,joven
30,Female,PhD,Finance,4,14.0,0.8,10698.73,7,1,3,51.6,3,16.4,0,2,5,0,356.6243333333333,28.0,joven
35,Male,Master,Marketing,2,15.5,1.7,6555.77,7,7,3,19.7,4,7.7,4,1,5,0,187.3077142857143,15.5,adulto
24,Male,Master,Sales,1,2.9,0.5,2548.21,9,6,4,62.4,3,22.9,0,3,2,1,106.17541666666666,8.7,joven
49,Male,Bachelor,HR,3,5.1,4.4,4050.37,5,7,5,35.3,2,19.3,6,4,3,1,82.66061224489796,20.4,maduro
39,Male,Bachelor,Marketing,4,0.5,0.4,4786.22,8,1,3,46.0,4,23.3,3,4,3,1,122.72358974358976,2.0,adulto
43,Male,Bachelor,IT,5,10.8,2.7,5638.37,6,6,3,29.3,4,23.9,2,5,4,0,131.12488372093023,54.0,adulto
58,Female,Bachelor,HR,5,2.3,1.1,6907.97,4,6,5,33.1,3,0.9,2,3,4,3,119.10293103448276,6.9,maduro
25,Female,Bachelor,IT,1,8.2,0.7,5740.02,6,5,4,40.4,5,3.0,1,1,2,0,229.6008,8.2,joven
31,Male,Bachelor,Finance,3,0.8,2.5,6538.68,7,6,3,6.5,5,1.8,0,4,5,3,210.9251612903226,3.2,adulto
30,Male,PhD,Engineering,5,4.4,1.6,3650.2,4,11,3,37.3,2,21.8,0,1,3,0,121.67333333333332,4.4,joven
32,Male,PhD,Marketing,3,1.3,1.6,4108.52,13,7,4,56.2,3,1.4,2,3,4,0,128.39125,3.9,adulto
39,Male,High School,IT,2,3.0,1.0,11052.85,9,10,2,49.9,3,3.4,5,4,4,1,283.40641025641025,12.0,adulto
39,Male,High School,HR,2,4.6,2.4,4042.14,7,6,3,69.3,2,17.6,0,3,3,3,103.64461538461538,13.8,adulto
36,Male,Master,Finance,4,3.0,0.5,4748.76,8,6,3,47.1,4,22.0,3,3,4,1,131.91,9.0,adulto
42,Male,Bachelor,Marketing,3,0.8,0.6,2626.41,5,7,3,45.8,3,0.9,4,3,5,0,62.53357142857143,2.4000000000000004,adulto
41,Male,Bachelor,IT,1,2.0,1.8,5563.38,5,7,2,41.3,3,14.0,2,1,4,0,135.69219512195122,2.0,adulto
60,Female,Bachelor,Engineering,1,2.1,3.9,5066.2,10,5,3,22.2,2,26.5,2,3,3,1,84.43666666666667,6.300000000000001,maduro
45,Female,Bachelor,Engineering,3,5.5,4.3,2340.5,9,6,3,40.2,1,4.9,2,4,3,1,52.01111111111111,22.0,adulto
53,Female,PhD,IT,1,11.4,10.1,4098.24,4,3,2,48.0,4,2.1,2,3,5,0,77.32528301886792,34.2,maduro
33,Female,Master,IT,2,1.4,0.0,11172.95,11,5,3,55.1,3,2.5,3,5,4,2,338.57424242424247,7.0,adulto
43,Female,High School,HR,3,1.1,1.7,6107.73,6,6,3,24.7,4,16.2,0,4,4,0,142.04023255813954,4.4,adulto
59,Female,High School,Finance,3,15.7,3.0,3863.25,5,5,4,35.5,3,1.7,1,3,4,2,65.47881355932203,47.1,maduro
25,Female,Master,Operations,2,24.0,0.2,5588.0,16,10,3,27.6,1,5.8,2,5,4,0,223.52,120.0,joven
47,Male,Bachelor,Finance,4,5.8,0.4,3253.33,8,5,3,27.6,3,16.6,1,3,5,0,69.21978723404256,17.4,maduro
58,Female,Master,Sales,1,4.3,1.2,5032.86,6,4,4,42.1,3,10.8,6,3,4,0,86.77344827586207,12.9,maduro
58,Female,High School,Marketing,4,0.6,2.2,4324.98,13,6,3,53.9,4,22.7,2,3,5,1,74.56862068965516,1.7999999999999998,maduro
54,Male,Bachelor,IT,2,5.9,1.1,3309.97,7,7,3,38.5,3,8.5,3,3,2,2,61.29574074074074,17.700000000000003,maduro
52,Female,Master,HR,4,5.3,0.9,7696.48,3,1,3,55.4,5,5.6,3,1,3,1,148.00923076923075,5.3,maduro
